STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,,INDICATOR,,GEO_PICT,,SEX,,AGE,,URBANIZATION,,INCOME,,EDUCATION,,OCCUPATION,,COMPOSITE_BREAKDOWN,,DISABILITY,,TIME_PERIOD,,OBS_VALUE,,UNIT_MEASURE,,REPORTING_TYPE,,NATURE,,DATA_SOURCE,,OBS_STATUS,,OBS_COMMENT,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,MH,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2020,,56718,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,MH,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2021,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,MH,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2022,,52914,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2005,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2006,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2007,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2008,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2009,,7,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2010,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2011,,345,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2012,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2013,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2014,,4520,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2015,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2016,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2017,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2018,,84311,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2019,,640,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,TO,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2020,,68,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,CK,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2005,,1121,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,CK,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2007,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,CK,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2009,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,CK,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2010,,4443,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,CK,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2020,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,GU,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2015,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2006,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2008,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2009,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2011,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2015,,7600,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2016,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2017,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2018,,1266,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2019,,20732,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2020,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FM,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2021,,15010,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,AS,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2009,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,AS,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2014,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,AS,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2015,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,AS,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2018,,3800,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,AS,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2019,,12,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,AS,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2020,,232,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2005,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2006,,60,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2007,,12,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2008,,804,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2009,,12692,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2010,,6644,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2011,,344,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2012,,37085,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2013,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2014,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2015,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2016,,633584,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2017,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2018,,155726,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2019,,78045,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2020,,235921,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2021,,78030,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,FJ,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2022,,1787,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,SB,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2006,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,SB,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2007,,21343,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,SB,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2008,,0,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,SB,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2009,,68,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,SB,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2010,,1456,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),,I,A,,VC_DSR_AFFCT,,SB,,_T,,_T,,_T,,_T,,_T,,_T,,_Z,,_T,,2011,,36,,N,,G,,C,,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
